dataset,cell_type_full,consensus_label,original_label,reannotation_type,predicted_label,pred_confidence,set_size_naive,set_size_structure
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.997849979433266,1,0
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9927598230688992,1,1
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Basal,0.7506728338538259,2,2
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9694542784569229,1,1
Jain_Misharin_2021_10Xv2,CD1c-positive myeloid dendritic cell,Dendritic cells,None,Underannotated,Dendritic cells,0.7382478088212737,2,2
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Secretory,0.9748633395055869,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9996549701214837,1,1
Jain_Misharin_2021_10Xv2,CD1c-positive myeloid dendritic cell,Dendritic cells,None,Underannotated,Dendritic cells,0.9798624518735509,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9999273996177962,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9995416356505676,1,1
Jain_Misharin_2021_10Xv2,CD1c-positive myeloid dendritic cell,Dendritic cells,None,Underannotated,Dendritic cells,0.9986904072658678,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9995473484659353,1,0
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999987814609177,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999623212855213,1,1
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Basal,0.7216809978368356,4,4
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9588515823042043,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999560377459683,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999843895912222,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999518703862736,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999824233106608,1,0
Jain_Misharin_2021_10Xv2,classical monocyte,Monocytes,None,Underannotated,Monocytes,0.962154447683233,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.9992316696249881,0,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9969772927909217,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9998435805520945,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.999905712682976,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999865567840828,0,0
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Basal,0.9819954026177081,1,1
Jain_Misharin_2021_10Xv2,CD1c-positive myeloid dendritic cell,Dendritic cells,None,Underannotated,Dendritic cells,0.8709509228192232,1,1
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Basal,0.8662944804899206,2,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9990698142621366,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9986675623135046,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999129203089585,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998460444245415,0,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9965549117260196,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9998823889591142,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999912275218249,1,1
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Basal,0.9667169712689984,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999754024679978,1,0
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9944228447458582,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.9870572339115095,1,1
Jain_Misharin_2021_10Xv2,multiciliated epithelial cell,Multiciliated lineage,Multiciliated lineage,Misannotated,Secretory,0.6295081736853397,2,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9328558657637722,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9997882214565761,1,1
Jain_Misharin_2021_10Xv2,CD1c-positive myeloid dendritic cell,Dendritic cells,None,Underannotated,Dendritic cells,0.9983190144601176,1,0
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9986638260107502,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999991187905408,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999870128940018,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9997600760398276,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9946229828750556,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9515761984799029,1,0
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9984597771959992,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999803300115362,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9988795728915671,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9998668272476313,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999360188177407,1,1
Jain_Misharin_2021_10Xv2,classical monocyte,Monocytes,None,Underannotated,Monocytes,0.9591994983007842,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999462360688933,1,0
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Multiciliated lineage,0.9974516280205784,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999995835318768,0,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9886983789794095,0,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999747597945526,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9998929904725509,1,0
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999837564875363,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998616697568437,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999895274625339,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999510704141723,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Multiciliated lineage,0.888852106580637,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999705396766763,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9999230456366847,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999985101427314,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9993818681832785,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.7567596105755855,2,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9780236287468911,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.9936165074847744,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9989171332949716,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.9949183325728307,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.996979295114071,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9976946499914838,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9965804407025328,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Underannotated,Secretory,0.9921590804535971,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9923914217287202,1,0
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999717645489862,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9996830193409563,1,1
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Secretory,0.9999128902391797,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.7999364811774268,2,2
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999998412999528,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.8954714477307752,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.994414651336199,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9907468959679615,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9892911272404906,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Underannotated,Secretory,0.999850709311996,1,0
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9875794098466244,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9999831484537341,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9998510437218635,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998799377112575,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999614880759301,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999300031055776,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999852763958512,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9999950836230147,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9957842979671131,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999934207414766,1,1
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Secretory,0.959848390723006,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9995400666435518,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999290494879719,0,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Multiciliated lineage,0.6353703907891513,2,2
Jain_Misharin_2021_10Xv2,respiratory basal cell,Basal,Basal,Misannotated,Basal,0.826212224057898,3,2
Jain_Misharin_2021_10Xv2,"CD8-positive, alpha-beta T cell",T cell lineage,T cell lineage,Underannotated,T cell lineage,0.998802672228217,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Squamous,Misannotated,Secretory,0.9997794031251678,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999191234598588,1,1
Jain_Misharin_2021_10Xv2,"CD4-positive, alpha-beta T cell",T cell lineage,T cell lineage,Underannotated,T cell lineage,0.9864020403846617,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998263305335084,1,1
Jain_Misharin_2021_10Xv2,CD1c-positive myeloid dendritic cell,Dendritic cells,None,Underannotated,Macrophages,0.5237594779003328,2,2
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999705759716163,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.968495435470356,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.979060155491336,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9977600246873607,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999992132576475,1,1
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Secretory,0.6101566216033435,2,2
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.999886676064143,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9993734052983502,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9995839605973879,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Misannotated,Multiciliated lineage,0.9991048801361189,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999889659280826,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9995255732121426,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9244324424946213,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999985938811499,1,1
Jain_Misharin_2021_10Xv2,bronchus fibroblast of lung,Fibroblasts,None,Underannotated,Fibroblasts,0.9975621203468809,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9535781380642353,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Underannotated,Secretory,0.9997776301783045,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.999685183104191,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9557753224460899,1,1
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Secretory,0.7843516477329645,2,2
Jain_Misharin_2021_10Xv2,"CD8-positive, alpha-beta T cell",T cell lineage,T cell lineage,Underannotated,T cell lineage,0.9722612863121215,1,0
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999969505199356,1,0
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9991447936050386,0,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9987953993087441,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.99948370083097,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999694942079539,1,0
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9999886652661636,1,0
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9941908880013327,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999977229209581,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9996952376936485,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9997150794936032,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9979010890258273,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998943630829481,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9978160825517538,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9994227266558774,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9994024463344892,1,0
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9365228255341242,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.99857498666509,1,0
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9993081235492175,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999573943098211,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.999993250077575,1,1
Jain_Misharin_2021_10Xv2,"CD8-positive, alpha-beta T cell",T cell lineage,T cell lineage,Underannotated,T cell lineage,0.9845894094673882,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9203664651585316,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9998531313973269,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9997152976775021,1,1
Jain_Misharin_2021_10Xv2,"CD4-positive, alpha-beta T cell",T cell lineage,T cell lineage,Underannotated,T cell lineage,0.6940000949299527,2,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9944476246479796,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9999147130323831,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9989688752132637,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9999802728904275,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999379616338006,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9966735470219756,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9447976690325003,1,0
Jain_Misharin_2021_10Xv2,CD1c-positive myeloid dendritic cell,Dendritic cells,None,Underannotated,Monocytes,0.6465741038927968,3,3
Jain_Misharin_2021_10Xv2,B cell,B cell lineage,B cell lineage,Underannotated,B cell lineage,0.6475945173319284,2,2
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9992748925536108,0,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9999610062896667,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9992562376976314,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9998628280910341,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Underannotated,Secretory,0.9994627676525003,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9998004292603327,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9997036012707258,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9991926229893531,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9986730235694384,1,0
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9998691019557686,1,0
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9957541545433655,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9411361915561826,1,0
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999361721859658,1,0
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999353779779311,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.9987205827950116,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999338134209074,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9999847610214905,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999935513741415,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.99989498755387,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9985099888262526,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9999487459228643,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999936353894847,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.884388959891686,1,1
Jain_Misharin_2021_10Xv2,respiratory tract hillock cell,Basal,Basal,Misannotated,Basal,0.565377211787148,2,2
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9802782656099248,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999929278594848,1,0
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9993651022208906,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9999782175654349,1,1
Jain_Misharin_2021_10Xv2,respiratory basal cell,Basal,Basal,Correctly annotated,Secretory,0.989748029039764,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Multiciliated lineage,Misannotated,Secretory,0.9928928458679861,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999785251247506,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9998861398273441,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9989403601347031,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Basal,Misannotated,Secretory,0.9889682958246006,1,1
Jain_Misharin_2021_10Xv2,nasal mucosa goblet cell,Secretory,Secretory,Misannotated,Secretory,0.9995268917781164,1,1
Jain_Misharin_2021_10Xv2,CD1c-positive myeloid dendritic cell,Dendritic cells,None,Underannotated,Dendritic cells,0.8486180222230421,2,2
Jain_Misharin_2021_10Xv2,ionocyte,Rare,Rare,Correctly annotated,Secretory,0.34959574174517627,6,5
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9956891131923693,1,1
Jain_Misharin_2021_10Xv2,club cell,Secretory,Secretory,Underannotated,Secretory,0.9999463585988672,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999780830122029,1,1
Jain_Misharin_2021_10Xv2,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9966306182110661,1,1
